-1.000000000000000e+003	-1.075244e+001
-9.980000000000000e+002	-1.075238e+001
-9.960000000000000e+002	-1.075233e+001
-9.940000000000000e+002	-1.075228e+001
-9.920000000000000e+002	-1.075222e+001
-9.900000000000000e+002	-1.075217e+001
-9.880000000000000e+002	-1.075212e+001
-9.860000000000000e+002	-1.075206e+001
-9.840000000000000e+002	-1.075201e+001
-9.820000000000000e+002	-1.075196e+001
-9.800000000000000e+002	-1.075190e+001
-9.780000000000000e+002	-1.075185e+001
-9.760000000000000e+002	-1.075179e+001
-9.740000000000000e+002	-1.075174e+001
-9.720000000000000e+002	-1.075168e+001
-9.700000000000000e+002	-1.075163e+001
-9.680000000000000e+002	-1.075157e+001
-9.660000000000000e+002	-1.075152e+001
-9.640000000000000e+002	-1.075146e+001
-9.620000000000000e+002	-1.075141e+001
-9.600000000000000e+002	-1.075135e+001
-9.580000000000000e+002	-1.075130e+001
-9.560000000000000e+002	-1.075124e+001
-9.540000000000000e+002	-1.075119e+001
-9.520000000000000e+002	-1.075113e+001
-9.500000000000000e+002	-1.075108e+001
-9.480000000000000e+002	-1.075102e+001
-9.460000000000000e+002	-1.075096e+001
-9.440000000000000e+002	-1.075091e+001
-9.420000000000000e+002	-1.075085e+001
-9.400000000000000e+002	-1.075079e+001
-9.380000000000000e+002	-1.075074e+001
-9.360000000000000e+002	-1.075068e+001
-9.340000000000000e+002	-1.075062e+001
-9.320000000000000e+002	-1.075057e+001
-9.300000000000000e+002	-1.075051e+001
-9.280000000000000e+002	-1.075045e+001
-9.260000000000000e+002	-1.075040e+001
-9.240000000000000e+002	-1.075034e+001
-9.220000000000000e+002	-1.075028e+001
-9.200000000000000e+002	-1.075022e+001
-9.180000000000000e+002	-1.075016e+001
-9.160000000000000e+002	-1.075011e+001
-9.140000000000000e+002	-1.075005e+001
-9.120000000000000e+002	-1.074999e+001
-9.100000000000000e+002	-1.074993e+001
-9.080000000000000e+002	-1.074987e+001
